Date,Name,Year,Letterboxd URI,Rating,Tags,Watched Date
2017-11-14,Free Fire,2016,https://letterboxd.com/jojonium/film/free-fire/,2,,2017-11-13
2017-11-15,How They Get There,1997,https://letterboxd.com/jojonium/film/how-they-get-there/,2.5,youtube,2017-11-14
2017-11-15,Fantastic Planet,1973,https://letterboxd.com/jojonium/film/fantastic-planet/,3.5,,2017-11-14
2017-11-15,Zeitgeist,2007,https://letterboxd.com/jojonium/film/zeitgeist/,3,youtube,2017-11-14
2017-11-17,Valerian and the City of a Thousand Planets,2017,https://letterboxd.com/jojonium/film/valerian-and-the-city-of-a-thousand-planets/,3,,2017-11-16
2017-11-18,Ghost in the Shell,1995,https://letterboxd.com/jojonium/film/ghost-in-the-shell/,4.5,beta,2017-11-17
2017-11-18,Kung Fu Hustle,2004,https://letterboxd.com/jojonium/film/kung-fu-hustle/,4,,2017-11-17
2017-11-19,"Synecdoche, New York",2008,https://letterboxd.com/jojonium/film/synecdoche-new-york/,5,,2017-11-18
2017-11-20,Videodrome,1983,https://letterboxd.com/jojonium/film/videodrome/,3.5,,2017-11-19
2017-11-20,Spring Breakers,2012,https://letterboxd.com/jojonium/film/spring-breakers/,2,,2017-11-19
2017-11-21,Groundhog Day,1993,https://letterboxd.com/jojonium/film/groundhog-day/,4.5,,2017-11-20
2017-11-23,Songs from the Second Floor,2000,https://letterboxd.com/jojonium/film/songs-from-the-second-floor/,3,,2017-11-22
2017-11-23,Geostorm,2017,https://letterboxd.com/jojonium/film/geostorm/,1.5,,2017-11-22
2017-11-24,Capturing the Friedmans,2003,https://letterboxd.com/jojonium/film/capturing-the-friedmans/,3.5,,2017-11-22
2017-11-24,Lars and the Real Girl,2007,https://letterboxd.com/jojonium/film/lars-and-the-real-girl/,4,,2017-11-23
2017-11-25,Justice League,2017,https://letterboxd.com/jojonium/film/justice-league/,2.5,theater,2017-11-24
2017-11-25,"You, the Living",2007,https://letterboxd.com/jojonium/film/you-the-living/,3,,2017-11-24
2017-11-25,American Psycho,2000,https://letterboxd.com/jojonium/film/american-psycho/,5,,2017-11-24
2017-11-25,Dead Poets Society,1989,https://letterboxd.com/jojonium/film/dead-poets-society/,4,,2017-11-24
2017-11-26,I Am a Hero,2015,https://letterboxd.com/jojonium/film/i-am-a-hero/,3,,2017-11-25
2017-11-26,Why Don't You Play in Hell?,2013,https://letterboxd.com/jojonium/film/why-dont-you-play-in-hell/,4.5,,2017-11-25
2017-11-26,Logan Lucky,2017,https://letterboxd.com/jojonium/film/logan-lucky/,3.5,,2017-11-25
2017-11-26,Rogue One: A Star Wars Story,2016,https://letterboxd.com/jojonium/film/rogue-one-a-star-wars-story/,1.5,netflix,2017-11-25
2017-11-26,Whiplash,2014,https://letterboxd.com/jojonium/film/whiplash-2014/1/,5,,2017-11-26
2017-11-28,Finders Keepers,2015,https://letterboxd.com/jojonium/film/finders-keepers-2015/,3,,2017-11-27
2017-11-29,Million Dollar Baby,2004,https://letterboxd.com/jojonium/film/million-dollar-baby/,2.5,,2017-11-28
2017-11-30,The Life Aquatic with Steve Zissou,2004,https://letterboxd.com/jojonium/film/the-life-aquatic-with-steve-zissou/1/,4.5,,2017-11-29
2017-12-01,Dredd,2012,https://letterboxd.com/jojonium/film/dredd/,2.5,,2017-11-30
2017-12-02,Army of Darkness,1992,https://letterboxd.com/jojonium/film/army-of-darkness/,4.5,,2017-12-01
2017-12-03,Neon Genesis Evangelion: The End of Evangelion,1997,https://letterboxd.com/jojonium/film/neon-genesis-evangelion-the-end-of-evangelion/,5,beta,2017-12-02
2017-12-04,Helvetica,2007,https://letterboxd.com/jojonium/film/helvetica/,2.5,,2017-12-03
2017-12-04,ADAM,2016,https://letterboxd.com/jojonium/film/adam-2016/,2,youtube,2017-12-03
2017-12-04,ADAM: The Mirror,2017,https://letterboxd.com/jojonium/film/adam-the-mirror/1/,1.5,youtube,2017-12-03
2017-12-04,ADAM: Chapter 3,2017,https://letterboxd.com/jojonium/film/adam-chapter-3/1/,1,youtube,2017-12-03
2017-12-04,The Fisherman,2015,https://letterboxd.com/jojonium/film/the-fisherman-2015/,2,youtube,2017-12-03
2017-12-04,R'ha,2013,https://letterboxd.com/jojonium/film/rha/,2.5,youtube,2017-12-03
2017-12-05,A Pigeon Sat on a Branch Reflecting on Existence,2014,https://letterboxd.com/jojonium/film/a-pigeon-sat-on-a-branch-reflecting-on-existence/,3.5,,2017-12-04
2017-12-06,The Taking of Deborah Logan,2014,https://letterboxd.com/jojonium/film/the-taking-of-deborah-logan/,2.5,,2017-12-05
2017-12-06,Rashomon,1950,https://letterboxd.com/jojonium/film/rashomon/,4,,2017-12-05
2017-12-06,Objectified,2009,https://letterboxd.com/jojonium/film/objectified/,2.5,,2017-12-05
2017-12-08,Paprika,2006,https://letterboxd.com/jojonium/film/paprika-2006/,4,"beta, blu-ray",2017-12-06
2017-12-09,Man Bites Dog,1992,https://letterboxd.com/jojonium/film/man-bites-dog/,3,,2017-12-08
2017-12-10,Tokyo Godfathers,2003,https://letterboxd.com/jojonium/film/tokyo-godfathers/,4.5,beta,2017-12-09
2017-12-10,Perfect Blue,1997,https://letterboxd.com/jojonium/film/perfect-blue/,5,beta,2017-12-10
2017-12-11,A Ghost Story,2017,https://letterboxd.com/jojonium/film/a-ghost-story-2017/,3.5,,2017-12-10
2017-12-12,Urbanized,2011,https://letterboxd.com/jojonium/film/urbanized/,2.5,,2017-12-11
2017-12-12,American Made,2017,https://letterboxd.com/jojonium/film/american-made/,3.5,,2017-12-11
2017-12-13,The Killing of a Sacred Deer,2017,https://letterboxd.com/jojonium/film/the-killing-of-a-sacred-deer/,4,,2017-12-12
2017-12-16,Gerald's Game,2017,https://letterboxd.com/jojonium/film/geralds-game/,1.5,,2017-12-15
2017-12-17,Neon Genesis Evangelion: The End of Evangelion,1997,https://letterboxd.com/jojonium/film/neon-genesis-evangelion-the-end-of-evangelion/1/,5,beta,2017-12-16
2017-12-21,Ocean's Twelve,2004,https://letterboxd.com/jojonium/film/oceans-twelve/,3,,2017-12-20
2017-12-22,Ocean's Thirteen,2007,https://letterboxd.com/jojonium/film/oceans-thirteen/,3.5,,2017-12-21
2017-12-23,Star Wars,1977,https://letterboxd.com/jojonium/film/star-wars/,4,,2017-12-22
2017-12-23,The Empire Strikes Back,1980,https://letterboxd.com/jojonium/film/the-empire-strikes-back/,4.5,,2017-12-22
2017-12-23,Pandorum,2009,https://letterboxd.com/jojonium/film/pandorum/,2,,2017-12-22
2017-12-24,How the Grinch Stole Christmas!,1966,https://letterboxd.com/jojonium/film/how-the-grinch-stole-christmas/,4,,2017-12-23
2017-12-24,Horton Hears a Who!,1970,https://letterboxd.com/jojonium/film/horton-hears-a-who/,2.5,,2017-12-23
2017-12-24,The Poughkeepsie Tapes,2007,https://letterboxd.com/jojonium/film/the-poughkeepsie-tapes/1/,4,,2017-12-23
2017-12-24,Return of the Jedi,1983,https://letterboxd.com/jojonium/film/return-of-the-jedi/,4,,2017-12-23
2017-12-25,Star Wars: Episode I - The Phantom Menace,1999,https://letterboxd.com/jojonium/film/star-wars-episode-i-the-phantom-menace/,2,,2017-12-24
2017-12-25,Arthur's Perfect Christmas,2000,https://letterboxd.com/jojonium/film/arthurs-perfect-christmas-2000-1/,3.5,,2017-12-24
2017-12-25,A Charlie Brown Christmas,1965,https://letterboxd.com/jojonium/film/a-charlie-brown-christmas/,4,,2017-12-24
2017-12-26,The Year Without a Santa Claus,1974,https://letterboxd.com/jojonium/film/the-year-without-a-santa-claus/,3,,2017-12-25
2017-12-29,Star Wars: Episode II - Attack of the Clones,2002,https://letterboxd.com/jojonium/film/star-wars-episode-ii-attack-of-the-clones/,1.5,,2017-12-28
2017-12-29,Blade Runner 2049,2017,https://letterboxd.com/jojonium/film/blade-runner-2049/,4.5,,2017-12-28
2017-12-30,Star Wars: Episode III - Revenge of the Sith,2005,https://letterboxd.com/jojonium/film/star-wars-episode-iii-revenge-of-the-sith/,3.5,,2017-12-29
2017-12-30,Star Wars: The Clone Wars,2008,https://letterboxd.com/jojonium/film/star-wars-the-clone-wars/,0.5,,2017-12-29
2017-12-31,Jumanji: Welcome to the Jungle,2017,https://letterboxd.com/jojonium/film/jumanji-welcome-to-the-jungle/,3,theater,2017-12-30
2018-01-01,The Lord of the Rings: The Fellowship of the Ring,2001,https://letterboxd.com/jojonium/film/the-lord-of-the-rings-the-fellowship-of-the-ring/,4,,2017-12-31
2018-01-01,Noroi: The Curse,2005,https://letterboxd.com/jojonium/film/noroi-the-curse/1/,4,,2017-12-31
2018-01-02,Hell or High Water,2016,https://letterboxd.com/jojonium/film/hell-or-high-water/,3.5,,2018-01-01
2018-01-03,Battle Royale,2000,https://letterboxd.com/jojonium/film/battle-royale/,3.5,,2018-01-02
2018-01-04,Suicide Club,2001,https://letterboxd.com/jojonium/film/suicide-club/,3,,2018-01-03
2018-01-04,Operation Avalanche,2016,https://letterboxd.com/jojonium/film/operation-avalanche/,3.5,,2018-01-03
2018-01-04,Puella Magi Madoka Magica the Movie Part I: Beginnings,2012,https://letterboxd.com/jojonium/film/puella-magi-madoka-magica-the-movie/,3,,2018-01-04
2018-01-05,Puella Magi Madoka Magica the Movie Part II: Eternal,2012,https://letterboxd.com/jojonium/film/puella-magi-madoka-magica-the-movie-part-ii-eternal/,3.5,,2018-01-04
2018-01-05,First Strike,1996,https://letterboxd.com/jojonium/film/first-strike-1996/,3,,2018-01-05
2018-01-06,Puella Magi Madoka Magica the Movie Part III: Rebellion,2013,https://letterboxd.com/jojonium/film/puella-magi-madoka-magica-the-movie-part-iii-rebellion/,2,,2018-01-05
2018-01-06,Bottle Rocket,1996,https://letterboxd.com/jojonium/film/bottle-rocket-1996/,3.5,,2018-01-05
2018-01-06,Lolita,1962,https://letterboxd.com/jojonium/film/lolita/,4,,2018-01-06
2018-01-07,Murder by Death,1976,https://letterboxd.com/jojonium/film/murder-by-death/,3.5,,2018-01-06
2018-01-07,Love Exposure,2008,https://letterboxd.com/jojonium/film/love-exposure/,4.5,,2018-01-07
2018-01-08,Blade Runner 2049,2017,https://letterboxd.com/jojonium/film/blade-runner-2049/1/,4.5,,2018-01-08
2018-01-09,Some Like It Hot,1959,https://letterboxd.com/jojonium/film/some-like-it-hot/,3.5,,2018-01-09
2018-01-10,The Ladykillers,1955,https://letterboxd.com/jojonium/film/the-ladykillers/,2.5,,2018-01-09
2018-01-10,Black Mirror: The National Anthem,2011,https://letterboxd.com/jojonium/film/black-mirror-the-national-anthem/,3,"netflix, black mirror",2018-01-09
2018-01-11,Black Mirror: Fifteen Million Merits,,https://letterboxd.com/jojonium/film/black-mirror-fifteen-million-merits/,1.5,"netflix, black mirror",2018-01-10
2018-01-11,Black Mirror: The Entire History of You,,https://letterboxd.com/jojonium/film/black-mirror-the-entire-history-of-you-2011/,3.5,"netflix, black mirror",2018-01-10
2018-01-12,Black Mirror: Be Right Back,2013,https://letterboxd.com/jojonium/film/black-mirror-be-right-back/,2.5,"netflix, black mirror",2018-01-11
2018-01-12,Black Mirror: White Bear,2013,https://letterboxd.com/jojonium/film/black-mirror-white-bear/,2,"netflix, black mirror",2018-01-11
2018-01-12,Fist of Fury,1972,https://letterboxd.com/jojonium/film/fist-of-fury/,3,beta,2018-01-11
2018-01-13,Black Mirror: The Waldo Moment,2013,https://letterboxd.com/jojonium/film/black-mirror-the-waldo-moment/,2,"netflix, black mirror",2018-01-12
2018-01-13,Black Mirror: White Christmas,2014,https://letterboxd.com/jojonium/film/black-mirror-white-christmas/,3.5,"netflix, black mirror",2018-01-12
2018-01-13,Black Mirror: Nosedive,2016,https://letterboxd.com/jojonium/film/black-mirror-nosedive/,3,"netflix, black mirror",2018-01-12
2018-01-13,Young Frankenstein,1974,https://letterboxd.com/jojonium/film/young-frankenstein/,4,beta,2018-01-12
2018-01-14,The Room,2003,https://letterboxd.com/jojonium/film/the-room/,0.5,beta,2018-01-13
2018-01-15,Black Mirror: Playtest,,https://letterboxd.com/jojonium/film/black-mirror-playtest-1/,2.5,"netflix, black mirror",2018-01-14
2018-01-15,Ideas Man,2013,https://letterboxd.com/jojonium/film/ideas-man/,4.5,youtube,2018-01-14
2018-01-15,Black Mirror: Shut Up and Dance,,https://letterboxd.com/jojonium/film/black-mirror-shut-up-and-dance-1/,2.5,"netflix, black mirror",2018-01-14
2018-01-15,Rush Hour,1998,https://letterboxd.com/jojonium/film/rush-hour/,3,beta,2018-01-14
2018-01-15,Black Mirror: San Junipero,2016,https://letterboxd.com/jojonium/film/black-mirror-san-junipero/,2,"netflix, black mirror",2018-01-15
2018-01-16,ME!ME!ME!,2014,https://letterboxd.com/jojonium/film/mememe/,4.5,japan animator expo,2018-01-15
2018-01-16,Evangelion: Another Impact (Confidential),2015,https://letterboxd.com/jojonium/film/evangelion-another-impact-confidential/,1.5,japan animator expo,2018-01-15
2018-01-16,The Dragon Dentist,2014,https://letterboxd.com/jojonium/film/the-dragon-dentist/,3,japan animator expo,2018-01-15
2018-01-16,Hill Climb Girl,2014,https://letterboxd.com/jojonium/film/hill-climb-girl/,1,japan animator expo,2018-01-16
2018-01-17,Black Mirror: Men Against Fire,,https://letterboxd.com/jojonium/film/black-mirror-men-against-fire/,2.5,"netflix, black mirror",2018-01-16
2018-01-17,Neon Genesis Impacts,2015,https://letterboxd.com/jojonium/film/neon-genesis-impacts/,1,japan animator expo,2018-01-16
2018-01-17,Carnage,2014,https://letterboxd.com/jojonium/film/film:305329/,3,japan animator expo,2018-01-16
2018-01-17,until You come to me,2014,https://letterboxd.com/jojonium/film/until-you-come-to-me/,1.5,japan animator expo,2018-01-16
2018-01-17,"20min Walk From Nishi-Ogikubo Station, 2 Bedrooms, Living Room, Dining Room, Kitchen, 2mos Deposit, No Pets Allowed.",2014,https://letterboxd.com/jojonium/film/20min-walk-from-nishi-ogikubo-station-2-bedrooms-living-room-dining-room-kitchen-2mos-deposit-no-pets/,3,japan animator expo,2018-01-16
2018-01-17,Black Mirror: Hated in the Nation,,https://letterboxd.com/jojonium/film/black-mirror-hated-in-the-nation-1/,3,"netflix, black mirror",2018-01-16
2018-01-17,Sex & Violence with Machspeed,2015,https://letterboxd.com/jojonium/film/sex-violence-with-machspeed/,1.5,japan animator expo,2018-01-16
2018-01-17,Ochibi,2015,https://letterboxd.com/jojonium/film/ochibi/2/,3.5,japan animator expo,2018-01-16
2018-01-17,Memoirs of Amorous Gentlemen,2015,https://letterboxd.com/jojonium/film/memoirs-of-amorous-gentlemen/,1.5,japan animator expo,2018-01-16
2018-01-17,Rapid Rouge,2015,https://letterboxd.com/jojonium/film/rapid-rouge/,2.5,japan animator expo,2018-01-16
2018-01-17,Hammerhead,2015,https://letterboxd.com/jojonium/film/hammerhead-2015/,3.5,japan animator expo,2018-01-16
2018-01-17,Bubu & Bubulina,2015,https://letterboxd.com/jojonium/film/bubu-bubulina/,3,japan animator expo,2018-01-16
2018-01-17,BUREAU OF PROTO SOCIETY,2015,https://letterboxd.com/jojonium/film/bureau-of-proto-society/,3.5,japan animator expo,2018-01-16
2018-02-05,Yoshikazu Yasuhiko & Ichiro Itano: Collection of Key Animation Films from Mobile Suit Gundam,2014,https://letterboxd.com/jojonium/film/yoshikazu-yasuhiko-ichiro-itano-collection-of-key-animation-films-from-mobile-suit-gundam/,2,japan animator expo,2018-01-16
2018-02-05,Tomorrow From There,2015,https://letterboxd.com/jojonium/film/tomorrow-from-there/,2.5,japan animator expo,2018-01-16
2018-02-05,Gridman,2015,https://letterboxd.com/jojonium/film/gridman/,2,japan animator expo,2018-01-16
2018-02-05,Yamadeloid,2015,https://letterboxd.com/jojonium/film/yamadeloid/,2,japan animator expo,2018-01-16
2018-02-05,Power Plant No.33,2015,https://letterboxd.com/jojonium/film/power-plant-no33/,2.5,japan animator expo,2018-01-16
2018-02-05,Kanón,2015,https://letterboxd.com/jojonium/film/kanon-2015/,3.5,japan animator expo,2018-01-16
2018-02-05,Obake-chan,2015,https://letterboxd.com/jojonium/film/obake-chan/,3.5,japan animator expo,2018-01-16
2018-02-05,I Can Friday By Today,2015,https://letterboxd.com/jojonium/film/i-can-friday-by-today/,3,japan animator expo,2018-01-16
2018-01-17,Robot on the Road,2015,https://letterboxd.com/jojonium/film/robot-on-the-road/,4,japan animator expo,2018-01-17
2018-01-17,Cassette Girl,2015,https://letterboxd.com/jojonium/film/cassette-girl/,4,japan animator expo,2018-01-17
2018-01-17,DAICON IV Opening Animation,1983,https://letterboxd.com/jojonium/film/daicon-iv-opening-animation/,4,youtube,2018-01-17
2018-01-18,Godzilla: Planet of the Monsters,2017,https://letterboxd.com/jojonium/film/godzilla-planet-of-the-monsters/,2.5,netflix,2018-01-17
2018-01-19,Drunken Master,1978,https://letterboxd.com/jojonium/film/drunken-master/,3.5,,2018-01-18
2018-01-20,Black Mirror: USS Callister,2017,https://letterboxd.com/jojonium/film/black-mirror-uss-callister/,3,"netflix, black mirror",2018-01-19
2018-01-21,The General,1926,https://letterboxd.com/jojonium/film/the-general/,4,youtube,2018-01-20
2018-01-23,"I, Pet Goat II",2012,https://letterboxd.com/jojonium/film/i-pet-goat-ii/,4.5,youtube,2018-01-22
2018-01-24,Triangle,2009,https://letterboxd.com/jojonium/film/triangle-2009/,3,,2018-01-24
2018-01-25,Being There,1979,https://letterboxd.com/jojonium/film/being-there/,4.5,,2018-01-24
2018-01-25,PlayTime,1967,https://letterboxd.com/jojonium/film/playtime/,3.5,,2018-01-24
2018-01-25,On Your Mark,1995,https://letterboxd.com/jojonium/film/on-your-mark/,3.5,,2018-01-25
2018-01-26,Coherence,2013,https://letterboxd.com/jojonium/film/coherence/,2,,2018-01-25
2018-01-27,Black Mirror: Arkangel,2017,https://letterboxd.com/jojonium/film/black-mirror-arkangel/,2.5,"netflix, black mirror",2018-01-26
2018-01-27,Black Mirror: Crocodile,2017,https://letterboxd.com/jojonium/film/black-mirror-crocodile/,2,"netflix, black mirror",2018-01-26
2018-01-28,Rope,1948,https://letterboxd.com/jojonium/film/rope/,4,,2018-01-27
2018-01-28,Black Mirror: Hang the DJ,2017,https://letterboxd.com/jojonium/film/black-mirror-hang-the-dj/,2,"netflix, black mirror",2018-01-27
2018-01-30,A Scanner Darkly,2006,https://letterboxd.com/jojonium/film/a-scanner-darkly/,4,,2018-01-29
2018-01-30,Spaceballs,1987,https://letterboxd.com/jojonium/film/spaceballs/,3.5,beta,2018-01-29
2018-01-31,Troll Hunter,2010,https://letterboxd.com/jojonium/film/troll-hunter/,2.5,,2018-01-30
2018-01-31,Black Mirror: Metalhead,2017,https://letterboxd.com/jojonium/film/black-mirror-metalhead/,1.5,"black mirror, netflix",2018-01-30
2018-02-02,Dr. No,1962,https://letterboxd.com/jojonium/film/dr-no/,3,007 marathon,2018-02-01
2018-02-02,Black Mirror: Black Museum,2017,https://letterboxd.com/jojonium/film/black-mirror-black-museum/,2,"netflix, black mirror",2018-02-01
2018-02-03,From Russia with Love,1963,https://letterboxd.com/jojonium/film/from-russia-with-love/,3,007 marathon,2018-02-02
2018-02-03,Dog of Song,2017,https://letterboxd.com/jojonium/film/dog-of-song/,2,youtube,2018-02-02
2018-02-03,Groundhog Day,1993,https://letterboxd.com/jojonium/film/groundhog-day/1/,5,beta,2018-02-02
2018-02-04,Why Don't You Play in Hell?,2013,https://letterboxd.com/jojonium/film/why-dont-you-play-in-hell/1/,5,"beta, FC",2018-02-03
2018-02-04,Goldfinger,1964,https://letterboxd.com/jojonium/film/goldfinger/,3.5,007 marathon,2018-02-03
2018-02-06,The Cloverfield Paradox,2018,https://letterboxd.com/jojonium/film/the-cloverfield-paradox/,2,netflix,2018-02-05
2018-02-06,Thunderball,1965,https://letterboxd.com/jojonium/film/thunderball/,3,007 marathon,2018-02-05
2018-02-09,Casino Royale,1967,https://letterboxd.com/jojonium/film/casino-royale/,2.5,007 marathon,2018-02-08
2018-02-11,American Psycho,2000,https://letterboxd.com/jojonium/film/american-psycho/2/,5,beta,2018-02-09
2018-02-11,I Don't Feel at Home in This World Anymore,2017,https://letterboxd.com/jojonium/film/i-dont-feel-at-home-in-this-world-anymore/,2.5,netflix,2018-02-10
2018-02-11,You Only Live Twice,1967,https://letterboxd.com/jojonium/film/you-only-live-twice/,3,007 marathon,2018-02-10
2018-02-11,On Her Majesty's Secret Service,1969,https://letterboxd.com/jojonium/film/on-her-majestys-secret-service/,3.5,007 marathon,2018-02-10
2018-02-11,Waking Life,2001,https://letterboxd.com/jojonium/film/waking-life/,4,,2018-02-10
2018-02-13,Diamonds Are Forever,1971,https://letterboxd.com/jojonium/film/diamonds-are-forever/,2,007 marathon,2018-02-12
2018-02-13,Live and Let Die,1973,https://letterboxd.com/jojonium/film/live-and-let-die/,3.5,007 marathon,2018-02-12
2018-02-18,mother!,2017,https://letterboxd.com/jojonium/film/mother-2017/,4,"fc, beta",2018-02-17
2018-02-18,The Man with the Golden Gun,1974,https://letterboxd.com/jojonium/film/the-man-with-the-golden-gun/,3,007 marathon,2018-02-17
2018-02-21,The Spy Who Loved Me,1977,https://letterboxd.com/jojonium/film/the-spy-who-loved-me/,3.5,007 marathon,2018-02-20
2018-03-02,Moonraker,1979,https://letterboxd.com/jojonium/film/moonraker/,2,007 marathon,2018-03-01
2018-03-03,For Your Eyes Only,1981,https://letterboxd.com/jojonium/film/for-your-eyes-only/,2.5,007 marathon,2018-03-02
2018-03-04,Princess Mononoke,1997,https://letterboxd.com/jojonium/film/princess-mononoke/,4.5,beta,2018-03-02
2018-03-04,Spirited Away,2001,https://letterboxd.com/jojonium/film/spirited-away/,4.5,beta,2018-03-02
2018-03-04,Octopussy,1983,https://letterboxd.com/jojonium/film/octopussy/,2.5,007 marathon,2018-03-03
2018-03-04,Gravity Daze The Animation: Ouverture,2016,https://letterboxd.com/jojonium/film/gravity-daze-the-animation-ouverture/,2,,2018-03-03
2018-03-04,The Death of Stalin,2017,https://letterboxd.com/jojonium/film/the-death-of-stalin/,4,,2018-03-03
2018-03-04,Never Say Never Again,1983,https://letterboxd.com/jojonium/film/never-say-never-again/,2.5,007 marathon,2018-03-04
2018-03-05,Get Out,2017,https://letterboxd.com/jojonium/film/get-out-2017/,3,,2018-03-04
2018-03-05,A View to a Kill,1985,https://letterboxd.com/jojonium/film/a-view-to-a-kill/,2.5,007 marathon,2018-03-04
2018-03-05,World of Tomorrow Episode Two: The Burden of Other People's Thoughts,2017,https://letterboxd.com/jojonium/film/world-of-tomorrow-episode-two-the-burden-of-other-peoples-thoughts/,4,,2018-03-05
2018-03-05,The Simpsons: Don Hertzfeldt Couch Gag,2014,https://letterboxd.com/jojonium/film/the-simpsons-don-hertzfeldt-couch-gag/,3,youtube,2018-03-05
2018-03-06,The Living Daylights,1987,https://letterboxd.com/jojonium/film/the-living-daylights/,3,007 marathon,2018-03-05
2018-03-06,After Hours,1985,https://letterboxd.com/jojonium/film/after-hours/,4.5,,2018-03-05
2018-03-06,Animal House,1978,https://letterboxd.com/jojonium/film/animal-house/,3.5,,2018-03-05
2018-03-07,Licence to Kill,1989,https://letterboxd.com/jojonium/film/licence-to-kill/,3.5,007 marathon,2018-03-06
2018-03-07,Vampire Hunter D,1985,https://letterboxd.com/jojonium/film/vampire-hunter-d/,3,,2018-03-06
2018-03-07,Riding Bean,1989,https://letterboxd.com/jojonium/film/riding-bean/,4,,2018-03-06
2018-03-07,GoldenEye,1995,https://letterboxd.com/jojonium/film/goldeneye/,3.5,007 marathon,2018-03-06
2018-03-07,Everybody Wants Some!!,2016,https://letterboxd.com/jojonium/film/everybody-wants-some/,4,,2018-03-07
2018-03-08,Tomorrow Never Dies,1997,https://letterboxd.com/jojonium/film/tomorrow-never-dies/,3,007 marathon,2018-03-07
2018-03-08,Computer Chess,2013,https://letterboxd.com/jojonium/film/computer-chess/,3,,2018-03-07
2018-03-08,Burn After Reading,2008,https://letterboxd.com/jojonium/film/burn-after-reading/,3,,2018-03-07
2018-03-08,In the Loop,2009,https://letterboxd.com/jojonium/film/in-the-loop/,4,,2018-03-08
2018-03-09,The World Is Not Enough,1999,https://letterboxd.com/jojonium/film/the-world-is-not-enough/,2.5,007 marathon,2018-03-08
2018-03-09,Die Another Day,2002,https://letterboxd.com/jojonium/film/die-another-day/,1.5,007 marathon,2018-03-08
2018-03-09,Radius,2017,https://letterboxd.com/jojonium/film/radius/,3,,2018-03-09
2018-03-10,Casino Royale,2006,https://letterboxd.com/jojonium/film/casino-royale-2006/,4,007 marathon,2018-03-09
2018-03-10,The Ritual,2017,https://letterboxd.com/jojonium/film/the-ritual-2017/,3,,2018-03-09
2018-03-11,Quantum of Solace,2008,https://letterboxd.com/jojonium/film/quantum-of-solace/,1.5,007 marathon,2018-03-10
2018-03-11,Skyfall,2012,https://letterboxd.com/jojonium/film/skyfall/,3.5,007 marathon,2018-03-10
2018-03-11,Spectre,2015,https://letterboxd.com/jojonium/film/spectre-2015/,3,007 marathon,2018-03-10
2018-03-12,Nathan for You: Finding Frances,2017,https://letterboxd.com/jojonium/film/nathan-for-you-finding-frances/,3.5,,2018-03-11
2018-03-13,Requiem for a Dream,2000,https://letterboxd.com/jojonium/film/requiem-for-a-dream/,4,fc,2018-03-12
2018-03-14,Annihilation,2018,https://letterboxd.com/jojonium/film/annihilation/,2.5,,2018-03-13
2018-03-16,The Nice Guys,2016,https://letterboxd.com/jojonium/film/the-nice-guys/,4,,2018-03-15
2018-03-18,Coco,2017,https://letterboxd.com/jojonium/film/coco-2017/,3.5,"theater, beta",2018-03-17
2018-03-19,Vampire Hunter D: Bloodlust,2000,https://letterboxd.com/jojonium/film/vampire-hunter-d-bloodlust/,4,,2018-03-18
2018-03-22,Predestination,2014,https://letterboxd.com/jojonium/film/predestination/,3.5,,2018-03-21
2018-03-22,Star Wars: The Last Jedi,2017,https://letterboxd.com/jojonium/film/star-wars-the-last-jedi/,0.5,,2018-03-21
2018-03-22,Dear Zachary: A Letter to a Son About His Father,2008,https://letterboxd.com/jojonium/film/dear-zachary-a-letter-to-a-son-about-his-father/,4.5,,2018-03-21
2018-03-23,Mr. Nobody,2009,https://letterboxd.com/jojonium/film/mr-nobody/,2,,2018-03-22
2018-03-24,Blade Runner,1982,https://letterboxd.com/jojonium/film/blade-runner/1/,4.5,beta,2018-03-23
2018-03-25,Blade Runner: Black Out 2022,2017,https://letterboxd.com/jojonium/film/blade-runner-black-out-2022/1/,3.5,,2018-03-24
2018-03-25,2036: Nexus Dawn,2017,https://letterboxd.com/jojonium/film/2036-nexus-dawn/1/,2.5,,2018-03-24
2018-03-25,2048: Nowhere to Run,2017,https://letterboxd.com/jojonium/film/2048-nowhere-to-run/1/,2.5,,2018-03-24
2018-03-25,Blade Runner 2049,2017,https://letterboxd.com/jojonium/film/blade-runner-2049/2/,4.5,theater,2018-03-24
