Date,Name,Year,Letterboxd URI,Rating
2017-04-22,The Adventures of André and Wally B.,1984,https://letterboxd.com/film/the-adventures-of-andre-and-wally-b/,3
2017-04-22,The Terminator,1984,https://letterboxd.com/film/the-terminator/,4
2017-04-22,Ghostbusters,1984,https://letterboxd.com/film/ghostbusters/,3.5
2017-04-22,Indiana Jones and the Temple of Doom,1984,https://letterboxd.com/film/indiana-jones-and-the-temple-of-doom/,3.5
2017-04-22,The NeverEnding Story,1984,https://letterboxd.com/film/the-neverending-story/,3.5
2017-04-22,Nausicaä of the Valley of the Wind,1984,https://letterboxd.com/film/nausicaa-of-the-valley-of-the-wind/,3.5
2017-04-22,Trading Places,1983,https://letterboxd.com/film/trading-places/,3
2017-04-22,Return of the Jedi,1983,https://letterboxd.com/film/return-of-the-jedi/,4
2017-04-22,Pink Floyd: The Wall,1982,https://letterboxd.com/film/pink-floyd-the-wall/,4.5
2017-04-22,Blade Runner,1982,https://letterboxd.com/film/blade-runner/,4.5
2017-04-22,E.T. the Extra-Terrestrial,1982,https://letterboxd.com/film/et-the-extra-terrestrial/,4
2017-04-22,History of the World: Part I,1981,https://letterboxd.com/film/history-of-the-world-part-i/,3.5
2017-04-22,Raiders of the Lost Ark,1981,https://letterboxd.com/film/raiders-of-the-lost-ark/,4.5
2017-04-22,Airplane!,1980,https://letterboxd.com/film/airplane/,5
2017-04-22,The Shining,1980,https://letterboxd.com/film/the-shining/,5
2017-04-22,The Empire Strikes Back,1980,https://letterboxd.com/film/the-empire-strikes-back/,4.5
2017-04-22,Life of Brian,1979,https://letterboxd.com/film/life-of-brian/,3.5
2017-04-22,Apocalypse Now,1979,https://letterboxd.com/film/apocalypse-now/,5
2017-04-22,Alien,1979,https://letterboxd.com/film/alien/,4
2017-04-22,Watership Down,1978,https://letterboxd.com/film/watership-down/,3.5
2017-04-22,Close Encounters of the Third Kind,1977,https://letterboxd.com/film/close-encounters-of-the-third-kind/,3.5
2017-04-22,Star Wars,1977,https://letterboxd.com/film/star-wars/,4
2017-04-22,Rocky,1976,https://letterboxd.com/film/rocky/,3
2017-04-22,Taxi Driver,1976,https://letterboxd.com/film/taxi-driver/,3.5
2017-04-22,Barry Lyndon,1975,https://letterboxd.com/film/barry-lyndon/,5
2017-04-22,Monty Python and the Holy Grail,1975,https://letterboxd.com/film/monty-python-and-the-holy-grail/,4
2017-04-22,Young Frankenstein,1974,https://letterboxd.com/film/young-frankenstein/,4
2017-04-22,Blazing Saddles,1974,https://letterboxd.com/film/blazing-saddles/,3.5
2017-04-22,Touki Bouki,1973,https://letterboxd.com/film/touki-bouki/,3
2017-04-22,The Godfather,1972,https://letterboxd.com/film/the-godfather/,5
2017-04-22,A Clockwork Orange,1971,https://letterboxd.com/film/a-clockwork-orange/,4.5
2017-04-22,The Aristocats,1970,https://letterboxd.com/film/the-aristocats/,3.5
2017-04-22,All Monsters Attack,1969,https://letterboxd.com/film/all-monsters-attack/,2.5
2017-04-22,Frosty the Snowman,1969,https://letterboxd.com/film/frosty-the-snowman/,2.5
2017-04-22,The Jungle Book,1967,https://letterboxd.com/film/the-jungle-book/,3
2017-04-22,Au Hasard Balthazar,1966,https://letterboxd.com/film/au-hasard-balthazar/,4.5
2017-04-22,A Charlie Brown Christmas,1965,https://letterboxd.com/film/a-charlie-brown-christmas/,4
2017-04-22,The Sound of Music,1965,https://letterboxd.com/film/the-sound-of-music/,3.5
2017-04-22,Le Bonheur,1965,https://letterboxd.com/film/le-bonheur/,4.5
2017-04-22,Mothra vs. Godzilla,1964,https://letterboxd.com/film/mothra-vs-godzilla/,3
2017-04-22,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,https://letterboxd.com/film/dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb/,5
2017-04-22,Zulu,1964,https://letterboxd.com/film/zulu/,3.5
2017-04-22,The Birds,1963,https://letterboxd.com/film/the-birds/,3
2017-04-22,La Jetée,1962,https://letterboxd.com/film/la-jetee/,4.5
2017-04-22,Mothra,1961,https://letterboxd.com/film/mothra/,3.5
2017-04-22,Psycho,1960,https://letterboxd.com/film/psycho/,4
2017-04-22,The Bridge on the River Kwai,1957,https://letterboxd.com/film/the-bridge-on-the-river-kwai/,4.5
2017-04-22,"Godzilla, King of the Monsters!",1956,https://letterboxd.com/film/godzilla-king-of-the-monsters/,3
2017-04-22,The Searchers,1956,https://letterboxd.com/film/the-searchers/,4.5
2017-04-22,Godzilla,1954,https://letterboxd.com/film/godzilla/,3.5
2017-04-22,Day of the Fight,1951,https://letterboxd.com/film/day-of-the-fight/,3
2017-04-22,It's a Wonderful Life,1946,https://letterboxd.com/film/its-a-wonderful-life/,4
2017-04-22,Fantasia,1940,https://letterboxd.com/film/fantasia/,4
2017-04-22,King Kong,1933,https://letterboxd.com/film/king-kong/,4
2017-04-22,Sallie Gardner at a Gallop,1878,https://letterboxd.com/film/sallie-gardner-at-a-gallop/,2.5
2017-04-22,Eraserhead,1977,https://letterboxd.com/film/eraserhead/,4.5
2017-04-23,The Big Lebowski,1998,https://letterboxd.com/film/the-big-lebowski/,5
2017-04-23,James and the Giant Peach,1996,https://letterboxd.com/film/james-and-the-giant-peach/,3
2017-04-23,Matilda,1996,https://letterboxd.com/film/matilda/,2.5
2017-04-23,The Hunchback of Notre Dame,1996,https://letterboxd.com/film/the-hunchback-of-notre-dame-1996/,2.5
2017-04-23,Solaris,2002,https://letterboxd.com/film/solaris-2002/,3
2017-04-24,Godzilla Against MechaGodzilla,2002,https://letterboxd.com/film/godzilla-against-mechagodzilla/,2
2017-04-24,Hush,2016,https://letterboxd.com/film/hush-2016/,2
2017-04-24,The Thing,1982,https://letterboxd.com/film/the-thing/,5
2017-04-24,Powers of Ten,1977,https://letterboxd.com/film/powers-of-ten/,3
2017-04-25,Bee Movie,2007,https://letterboxd.com/film/bee-movie/,0.5
2017-04-25,The Holy Mountain,1973,https://letterboxd.com/film/the-holy-mountain/,5
2017-04-26,Man of Steel,2013,https://letterboxd.com/film/man-of-steel/,3.5
2017-04-26,Suicide Squad,2016,https://letterboxd.com/film/suicide-squad-2016/,1.5
2017-04-27,Oldboy,2003,https://letterboxd.com/film/oldboy/,4.5
2017-04-27,Come Together,2016,https://letterboxd.com/film/come-together-2016/,3.5
2017-04-27,Bottle Rocket,1994,https://letterboxd.com/film/bottle-rocket/,2.5
2017-04-27,Moonrise Kingdom,2012,https://letterboxd.com/film/moonrise-kingdom/,3.5
2017-04-27,The Incredible Hulk,2008,https://letterboxd.com/film/the-incredible-hulk/,1
2017-04-27,Iron Man 3,2013,https://letterboxd.com/film/iron-man-3/,1
2017-04-27,Thor,2011,https://letterboxd.com/film/thor/,1
2017-04-27,Captain America: Civil War,2016,https://letterboxd.com/film/captain-america-civil-war/,0.5
2017-04-28,Paperman,2012,https://letterboxd.com/film/paperman/,4
2017-04-28,Doodlebug,1997,https://letterboxd.com/film/doodlebug/,3
2017-04-28,Naked Lunch,1991,https://letterboxd.com/film/naked-lunch/,3.5
2017-04-28,Oklahoma City,2017,https://letterboxd.com/film/oklahoma-city/,1.5
2017-04-29,A Noble Lie: Oklahoma City 1995,2011,https://letterboxd.com/film/a-noble-lie-oklahoma-city-1995/,3
2017-04-30,Killer Klowns from Outer Space,1988,https://letterboxd.com/film/killer-klowns-from-outer-space/,2.5
2017-05-03,Hot Fuzz,2007,https://letterboxd.com/film/hot-fuzz/,4
2017-05-04,Shaun of the Dead,2004,https://letterboxd.com/film/shaun-of-the-dead/,4
